PredictedLabel,ActualLabel,Message,Reasoning,Sha,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,WorkItems,TotalFiles,ModifiedFiles,AddedFiles,DeletedFiles,TotalLines,NetLines,AddedLines,DeletedLines,HasAddedFiles,HasDeletedFiles,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,IsWeekend,MessageLength,WordCount
false,false,R: a few renames,Simply renaming variables or functions does not indicate fixing a bug but improving code clarity.,c82b8fb92b392bb4285e321af3061efbc7b71d99,dotnetinteractive,8cd4856136956ebbc4d7e676bef1135f61ad8a5f,,false,6,2020-02-25 00:32:37-05:00,14,2020-02-27 07:18:51,0,5,5,0,0,1024,2,11,9,false,false,Tuesday,February,1,2020,0,,false,16,4
false,false,pr feedback,The commit message pertains to user feedback and does not directly indicate a fix for an existing issue.,704a90c94a58e14a2d17bd3b4580ce9431ddd4b3,dotnetinteractive,f805a8196613498f5ce138ef625790f0599dd1f5,,false,10,2021-08-13 12:31:41-04:00,14,2021-08-18 16:48:46,0,9,9,0,0,2383,-1,8,9,false,false,Friday,August,3,2021,12,Morning,false,11,2
false,false,write to all child,The message suggests code operation rather than fixing an issue,971f27daf7fa972edfbfc3f8f44bfb792843b5f7,dotnetinteractive,8b049f37edb5445d767143772ff13049473e70b3,,false,10,2021-09-24 04:52:26-04:00,14,2021-09-24 14:01:35,0,1,1,0,0,117,3,4,1,false,false,Friday,September,3,2021,4,Night,false,18,4
false,false,strict mock,Mocks are used for testing and do not fix bugs directly,92f7c1ac1b5b1aa95bed5a488c4eae0d72461569,dotnetinteractive,e42ba7d4eff463f6563460681c0f47d94e2c0dc1,,false,10,2020-03-27 14:47:00-04:00,14,2020-03-27 20:01:48,0,1,1,0,0,70,7,8,1,false,false,Friday,March,1,2020,14,Afternoon,false,11,2
false,false,simplify post mock,The phrase suggests simplification but lacks context on whether it's for fixing bugs or feature enhancement.,8ab52ea4583ed1a47241d46d3e164c17cf7f5d53,dotnetinteractive,2bb9460af4999053bd24f9412632959bf8be37d5,,false,10,2020-03-27 14:57:46-04:00,14,2020-03-27 20:01:48,0,1,1,0,0,67,-2,5,7,false,false,Friday,March,1,2020,14,Afternoon,false,18,3
false,false,update package lock,Updating the package lock generally pertains to dependency management rather than fixing code issues,82cadfa197106a3f4a0fb95783e8ce6bb93c07b6,dotnetinteractive,b3c0fb7adf501b981a036ecf2b60cef327050b93,,false,10,2023-09-11 06:47:35-04:00,14,2023-09-11 11:29:11,0,1,1,0,0,9765,0,1,1,false,false,Monday,September,3,2023,6,Night,false,19,3
false,false,add script-based extension sample and documentation,Extending functionality with samples and documentation implies feature expansion rather than fixing bugs,2d93fa1ec3326e510d4383446d7f41c4beb6d2bb,dotnetinteractive,f2ed4dc01afb95c7cb01ef5a038b3e1f91ef785f,,false,8,2021-06-18 15:03:09-04:00,6,2021-06-18 21:56:06,0,7,3,4,0,287,109,119,10,true,false,Friday,June,2,2021,15,Afternoon,false,51,6
false,false,kernelinfo carries information on kernel type (#2716),"This statement merely provides an update status about a repository's content, without indicating any intent to address or fix a bug.",35389b8c9bf63a79ee14287c61b2cf5dcd93e1f4,dotnetinteractive,5f32e8721d360e01b2ecaa284cecfda9f3471ec9,,false,10,2023-02-10 13:57:27-05:00,2,2023-02-10 18:57:27,1,19,19,0,0,7232,49,234,185,false,false,Friday,February,1,2023,13,Afternoon,false,53,7
false,false,Merge pull request #1640 from brettfo/lock-tool-version,"While the repository's name suggests it could be related to a tool or utility function, there is no direct indication of bugfixing without reviewing commit messages.",845552330c524c9354cf948bac2e7dfee4d49c7b,dotnetinteractive,e99bd250539a64e828b44cb9ad9353eeda9b5bc1,,false,8,2021-10-07 14:09:04-04:00,2,2021-10-07 18:09:04,1,2,2,0,0,964,0,2,2,false,false,Thursday,October,4,2021,14,Afternoon,false,55,6
false,false,refactoring buidler setup,Refactoring build setup is typically for code maintainability and does not directly imply fixing a bug.,ef6f293a919c96a8083b866635f0bb5a3f6198f7,dotnetinteractive,9ef407b72483ab9137eabb628aca94638581dd4d,,false,14,2020-09-29 07:25:39-04:00,14,2020-10-14 22:10:39,0,8,7,1,0,1135,51,135,84,true,false,Tuesday,September,3,2020,7,Morning,false,25,3
false,false,support for random order,Supporting different order seems more likely to be a feature update rather than fixing an existing issue/bug,78952b7e029b7804af889bc5eab4db389787eb9e,dotnetinteractive,1b0dd3849b9bd4514017bbf9be0c8a36a4e02864,,false,10,2023-11-01 09:05:15-04:00,14,2023-11-01 17:25:52,0,2,0,2,0,47,47,47,0,true,false,Wednesday,November,4,2023,9,Morning,false,24,4
false,false,add header,Adding headers is typically unrelated to fixing bugs in code functionality,dbe3cb3016db677dfcea6f1ef88f6c9b8f128819,dotnetinteractive,4d58203a461721304c51170ba7bf16b03da880ab,,false,10,2020-06-26 08:48:31-04:00,14,2020-06-26 23:18:07,0,1,1,0,0,38,3,4,1,false,false,Friday,June,2,2020,8,Morning,false,10,2
false,false,Update release.yml,Updating release files typically does not fix bugs directly but might prepare for a new version deployment,c3864898053ceeb2d1f365b6b81c3c64ece8ce3b,dotnetinteractive,ae084f6d27f7fc679d747f3165c710019b24c263,,false,10,2022-07-08 12:18:32-04:00,2,2022-07-08 16:18:32,0,1,1,0,0,84,0,1,1,false,false,Friday,July,3,2022,12,Morning,false,18,2
false,false,pdb settings,PDB is for debugging and does not indicate fixing a code issue,cfa7707ea481bfa7e9c2dae3a51db371c61a0d8a,dotnetinteractive,7f5ea14ad556577fbefd747e1a928434f21cb119,,false,10,2019-06-10 18:02:11-04:00,14,2019-06-17 23:09:35,0,1,1,0,0,24,1,1,0,false,false,Monday,June,2,2019,18,Afternoon,false,12,2
false,false,making Brett happy,This commit is about user satisfaction and has no relation to code functionality,a4029f6b25b3a4d7a000e5d8a7d145ad2a504478,dotnetinteractive,71ae14aa67b4391e6ad37bb9b6fbe183998d86b4,,false,10,2021-02-26 16:37:18-05:00,14,2021-02-26 22:55:18,0,1,1,0,0,1111,0,1,1,false,false,Friday,February,1,2021,16,Afternoon,false,18,3
false,false,Update src/Microsoft.DotNet.Interactive.Jupyter/Microsoft.DotNet.Interactive.Jupyter.csproj,Project file update not indicative of fixing a code bug,ca0573038640581cf3fd9ade75225279cd5cef72,dotnetinteractive,9caa168d50d6dc44a6f58799b3f9da6df42c51ea,,false,6,2024-01-12 16:14:49-05:00,14,2024-01-12 21:53:27,0,1,1,0,0,59,0,1,1,false,false,Friday,January,1,2024,16,Afternoon,false,91,2
false,false,R:rename,"The command 'R:rename' suggests renaming something, which is more likely related to naming conventions or reorganization rather than fixing a bug.",417d3bb391b9d897c837142f46c74ffaef51c226,dotnetinteractive,0db785d880835ac35138ac521d9e6d20ac57bfe7,,false,6,2020-03-13 19:16:41-04:00,6,2020-03-14 00:19:51,0,1,1,0,0,134,0,0,0,false,false,Friday,March,1,2020,19,Evening,false,8,1
false,false,move all vscode-specific files to own directory,The commit message suggests organization of the project which does not necessarily imply fixing a bug.,6f6a6bc7a69153493615a31c9492d26702306f46,dotnetinteractive,902ca7174b7c2fc047ab264d507bd497b9a25af1,,false,8,2020-09-15 13:53:45-04:00,14,2020-09-16 10:02:15,0,5,5,0,0,14554,6,45,39,false,false,Tuesday,September,3,2020,13,Afternoon,false,47,7
false,false,Update README.md,An update of documentation does not equate to fixing code issues,10e0d452544d02ec9c2d5d6e7e744d8c9008b924,dotnetinteractive,ee60959cc4e512bedd706c2eaba374cfa69825e1,,false,10,2020-08-01 13:24:47-04:00,2,2020-08-01 17:24:47,0,1,1,0,0,61,0,2,2,false,false,Saturday,August,3,2020,13,Afternoon,true,16,2
false,false,rename functions,"Renaming is often for code clarity or refactoring, which doesn't directly indicate fixing a bug",ebc7b5f027331ba1b0483a1da481c5f43a92a7d0,dotnetinteractive,89142c346f010d456fc5d75f3d4cc8770a699683,,false,10,2021-08-10 17:28:06-04:00,14,2021-08-18 16:48:46,0,1,1,0,0,138,0,4,4,false,false,Tuesday,August,3,2021,17,Afternoon,false,16,2
false,false,use parsed token,The use of 'parsed token' is too vague and does not indicate fixing any known issue,08dbfe7f4197814fb4baf231b271537b53f391a8,dotnetinteractive,d46c05ccd186fcff57e79249426bec73a1591323,,false,10,2020-03-31 19:15:46-04:00,14,2020-03-31 23:52:26,0,2,2,0,0,608,6,19,13,false,false,Tuesday,March,1,2020,19,Evening,false,16,3
false,false,testing frameworks,"Testing frameworks are used for creating tests, not fixing bugs directly",40a700e6d6e724bc4b0f18aae7e87727e50ee953,dotnetinteractive,b839a47a6a4d8ab8a518ef06234430d63a6a1086,,false,10,2021-04-12 07:33:40-04:00,14,2021-04-12 17:20:11,0,12,12,0,0,518,12,25,13,false,false,Monday,April,2,2021,7,Morning,false,18,2
false,false,only for him,The commit message 'only for him' does not provide information about fixing a code bug - it suggests the change is personal or scoped to an individual.,c9b91b42372d3b80c2ac6d54490db7b906291e90,dotnetinteractive,3a0560bb55816c700ea1c67d92c1a420b607fbc9,,false,10,2020-03-23 19:30:19-04:00,14,2020-03-23 23:48:09,0,1,1,0,0,85,0,1,1,false,false,Monday,March,1,2020,19,Evening,false,12,3
false,false,Update readme.md,Updating documentation does not fix code bugs,e02918915323e9c9da00aa7ad3dc65036d87a474,dotnetinteractive,6b67a26bd77bbdead9de4094e34142bdada0c08e,,false,6,2020-04-21 19:04:48-04:00,2,2020-04-21 23:04:48,0,1,1,0,0,29,-1,1,2,false,false,Tuesday,April,2,2020,19,Evening,false,16,2
false,false,serialize tabular data resource,Serialization is usually for the purpose of storage and transmission rather than fixing existing code bugs,54d44232bf8461ae6b7f55826985979ccd85f79a,dotnetinteractive,18c98d55c0697dcbb3db75f1e3cc8331bfa3b70f,,false,10,2021-10-30 05:28:13-04:00,14,2021-10-30 12:11:53,0,2,2,0,0,66,3,4,1,false,false,Saturday,October,4,2021,5,Night,true,31,4
true,true,fix deprecation warning,The commit directly addresses and resolves a known issue (deprecation warning) in the code.,19c4d9cf0c38d9c8417224fe3313a8f4aa9aa6fc,dotnetinteractive,1b964d46bb6a21f9202bc6c30acbba04af8d7622,,false,10,2021-11-17 18:41:06-05:00,14,2021-11-18 15:33:36,0,2,2,0,0,76,0,2,2,false,false,Wednesday,November,4,2021,18,Afternoon,false,23,3
true,false,Update setup-raspbian-jupyter.sh,Script updates can sometimes resolve issues causing bugs.,0cf19e971c9859999ace3a4741380730b2bdc74b,dotnetinteractive,ef50e10b1aa38bd64418d8cbdd9e6a54c8ebc9e8,,false,14,2021-01-11 09:47:56-05:00,14,2021-01-11 14:56:54,0,1,1,0,0,40,1,2,1,false,false,Monday,January,1,2021,9,Morning,false,32,2
true,false,Use housingPath instead of literal string,"Changing from a hardcoded value ('literal string') to a named constant ('housingPath') suggests an intent to improve code clarity and maintainability, which may indicate a bug fix if the previous usage led to issues such as readability or errors.",2e053a6d60fcaaea71afd021a0b1a95762ad1033,dotnetinteractive,85a326d1f3783c8633e353db03fe32071f915b9c,,false,69,2021-11-17 16:08:31-05:00,14,2021-11-18 01:38:31,0,1,1,0,0,342,0,1,1,false,false,Wednesday,November,4,2021,16,Afternoon,false,41,6
true,false,improve parsing and diagnostics for HTTP version node (#3153),The commit directly mentions improving HTTP versions which indicates a fix related to known issues,4788158819fc5a8a1f98145887d78c3089fd3e5b,dotnetinteractive,2ebbb6ab46869970cba4928480a901e0e150d281,,false,6,2023-08-25 17:19:12-04:00,2,2023-08-25 21:19:12,1,5,5,0,0,1281,20,67,47,false,false,Friday,August,3,2023,17,Afternoon,false,61,9
true,true,add better detection for bad symlinks,"The commit specifically addresses an issue (bad symlinks), indicating it is intended as a bugfix.",56a0e392fba305af06e72ce7dec885b2b6722c00,dotnetinteractive,8563548388876ee4a97167dcd44b44f21597665a,,false,8,2021-08-04 15:28:31-04:00,14,2021-08-05 06:58:41,0,3,3,0,0,230,23,23,0,false,false,Wednesday,August,3,2021,15,Afternoon,false,37,6
true,false,expand displayAs to use multiple mimetypes,Adjusting functionality for better handling of different file types,1a7e0ba9a3ded83fa3260f855767b8243545ccb6,dotnetinteractive,f6698168fb0fd16af127aa513c4223e5f2e141a5,,false,10,2021-11-03 21:58:56-04:00,14,2021-11-04 10:40:28,0,2,2,0,0,131,5,12,7,false,false,Wednesday,November,4,2021,21,Evening,false,42,6
true,false,api contract update,Updating API contracts may imply fixing issues with the existing implementation or interfacing requirements.,e1620e3618617e5a25aa772b99efc7eebbb3c382,dotnetinteractive,a3d553aa91da5ae8fc85d439e31bb61923c56bcf,,false,10,2023-04-25 13:37:14-04:00,14,2023-04-25 20:06:49,0,1,1,0,0,949,1,1,0,false,false,Tuesday,April,2,2023,13,Afternoon,false,19,3
true,false,Bump tough-cookie from 4.0.0 to 4.1.3 in /src/polyglot-notebooks,Version bump suggests potential bug fixing or a patch release,e29b66cb58785614d147e16c0edfe80aac9e9b40,dotnetinteractive,e3c7d84c87ef67e461bdf14603cfab6fc0d804a2,,false,39,2023-07-09 16:52:21-04:00,14,2023-07-10 17:17:33,0,1,1,0,0,6774,51,65,14,false,false,Sunday,July,3,2023,16,Afternoon,true,64,8
true,false,variable sharing tests,Testing variable sharing often indicates efforts to resolve potential bugs related to multi-threaded access or concurrency issues.,38ebd71b933546b7d032b02eb4c58bb56c849245,dotnetinteractive,4108de208955165320a710f9e88f6a3c8f43df25,,false,10,2022-10-17 16:15:28-04:00,14,2022-10-19 16:40:32,0,1,1,0,0,577,1,6,5,false,false,Monday,October,4,2022,16,Afternoon,false,22,3
true,false,update tool version (#524),Updating tools can fix bugs in previous versions,9173f706d34656881326850a0169279e0a2e560f,dotnetinteractive,fd912c48248cac10c21a559314cc595ac7c077d5,,false,8,2020-06-09 22:14:00-04:00,2,2020-06-10 02:14:00,1,1,1,0,0,245,0,1,1,false,false,Tuesday,June,2,2020,22,Evening,false,26,4
true,false,add cell execution count,Adding an execution count could help identify performance issues in cells which may indicate a bug.,b91c31364b68a38b0fdf746fff05da685027623f,dotnetinteractive,0b665015db976ec40b06fe0ee99002f72df719b3,,false,8,2022-10-03 17:00:45-04:00,14,2022-10-04 20:32:26,0,5,5,0,0,1733,28,47,19,false,false,Monday,October,4,2022,17,Afternoon,false,24,4
true,false,add support for clearing variables from HttpKernel (#3467),The commit addresses an issue identified in ticket #3467,3ba37fe05153ad2d2e7750c4e72ed8b094506146,dotnetinteractive,0e90328dd36e15ea60f8c3959f93369fde9db670,,false,6,2024-02-26 19:52:19-05:00,2,2024-02-27 00:52:19,1,7,5,2,0,3201,71,80,9,true,false,Monday,February,1,2024,19,Evening,false,58,8
true,true,null check,Performing null checks can prevent bugs related to null dereferencing,ab028d2dbf2c57d9463a842215b037c22dffaa02,dotnetinteractive,dbe85dac242e0173bc53995ca768b252f418c8b1,,false,10,2020-02-04 16:22:11-05:00,14,2020-02-07 19:51:28,0,1,1,0,0,312,0,1,1,false,false,Tuesday,February,1,2020,16,Afternoon,false,10,2
true,false,Merge pull request #151 from KexyBiscuit/patch-1,The title implies addressing a specific issue indicated by number #151,976fee69df17f2cd2ca032b8637a4070c6ed1a45,dotnetinteractive,f3f770781ade488765c8c4b418ebb36bd28289c4,3bf19ecab0a682008df83346a89e3b09151dc65c,true,6,2019-02-01 10:53:16-05:00,2,2019-02-01 15:53:16,1,1,1,0,0,52,0,5,5,false,false,Friday,February,1,2019,10,Morning,false,48,6
true,true,fix vulnerability,Explicitly mentions fixing a vulnerability,46ba3bbaee0ca6cf5fff4c1ce3e2a36b2e19ba4b,dotnetinteractive,8b55e10ae17fe1dd91195597a7461876a544682c,,false,10,2021-08-11 18:52:11-04:00,14,2021-08-18 16:48:46,0,2,2,0,0,2687,17,117,100,false,false,Wednesday,August,3,2021,18,Afternoon,false,17,2
true,false,add sql grammar and magic command switcher,Adding an SQL grammar check could identify syntax errors which are considered bugs in database interactions.,20f2ce3adac5d623b51f46ff607d15c8b3418f74,dotnetinteractive,fc56e63a35df0c152776c182b5ab510c4dd1d63a,,false,8,2021-02-23 19:43:36-05:00,14,2021-02-26 22:55:18,0,6,4,2,0,892,131,143,12,true,false,Tuesday,February,1,2021,19,Evening,false,42,7
true,true,CSS table style fix,The commit title specifically mentions fixing styles related to tables which implies addressing a styling issue.,67b3644a278fc2cd1c989df1806420d427115edd,dotnetinteractive,1448df59b89d643e0ea63cef9d6bf0c1c980759a,,false,6,2022-11-17 14:03:39-05:00,14,2022-11-18 17:22:54,0,2,2,0,0,673,4,10,6,false,false,Thursday,November,4,2022,14,Afternoon,false,19,4
true,false,broaden preferred kernel detection (#1217),The commit title suggests improving or fixing a known issue related to kernel detection.,a58a6a897703ab4485d2c4f7c5cb55fe77766b22,dotnetinteractive,b36733612287d9e8b3237e0120d8a5f19e28d836,,false,8,2021-03-31 22:29:28-04:00,2,2021-04-01 02:29:28,1,2,2,0,0,600,31,33,2,false,false,Wednesday,March,1,2021,22,Evening,false,42,5
true,true,add logging for exception,Adding logs can help identify and potentially fix exceptions in the code,850b88d59517b70d179003652f6e2b85700bdbc1,dotnetinteractive,8c6d7b7c1b6952ede821323ba800d6d68b87aa68,,false,79,2023-04-07 01:14:34-04:00,14,2023-04-07 08:44:48,0,3,3,0,0,835,0,12,12,false,false,Friday,April,2,2023,1,Night,false,25,4
true,true,fix variable store in data kernel,The commit message explicitly states it's fixing something,a023d0add5565806123643b2b612e4e254fc8b9b,dotnetinteractive,86749d3720339d73a52c29ac97c6597d70a5cda9,,false,10,2021-11-16 19:35:27-05:00,14,2021-11-17 01:21:03,0,3,3,0,0,874,36,39,3,false,false,Tuesday,November,4,2021,19,Evening,false,33,6
true,true,make sure strings are formatted to valid HTML and JSON,Proper formatting of inputs can prevent issues in data handling,0185d9602c10b582758cc7962ce035c86b71dab8,dotnetinteractive,8b03706ebbce5905b8a48b43a9fb2ad6794c0033,,false,32,2020-08-10 11:18:40-04:00,14,2020-08-10 21:52:50,0,17,17,0,0,4707,99,158,59,false,false,Monday,August,3,2020,11,Morning,false,54,10
true,false,remove unused namespaces,Removing unused namespaces can be part of a clean-up process which might indirectly prevent bugs related to namespace conflicts or misuse.,82bda5061a7f86cbe771f63cb611f714c9ce460e,dotnetinteractive,61a49fdb5d128fbb415271a193986cbeb54fcb82,,false,10,2020-05-06 06:56:03-04:00,14,2020-05-06 11:09:57,0,1,1,0,0,43,-1,0,1,false,false,Wednesday,May,2,2020,6,Night,false,24,3
true,true,fall back to publish v1 (#918),"The commit is referencing a specific issue (#918), which suggests it's intended as a fix for the problem stated by that issue.",d40392b8f9d946b0482711f6c6f74d6a5c8e8c69,dotnetinteractive,61d231529ce8657172c65b389e3524ae72cd30b7,,false,8,2020-12-01 14:07:57-05:00,2,2020-12-01 19:07:57,1,2,2,0,0,343,2,4,2,false,false,Tuesday,December,4,2020,14,Afternoon,false,30,6
true,false,lock workspace,The phrase can suggest mitigating an issue where users cannot access their workspace,22bd373333c4e3c4a08bc0736da85a866754d788,dotnetinteractive,e73aa2ef10ef6691684397feed9da27b8008d63d,,false,10,2021-04-08 18:48:21-04:00,14,2021-04-10 13:22:47,0,1,1,0,0,291,12,33,21,false,false,Thursday,April,2,2021,18,Afternoon,false,14,2
true,false,change publishing script to use allow list,Using an allow list could prevent inadvertent code executions or file operations that might be considered bugs.,02f8dc8ee1ad3ce91ae58c869ed560deb400d700,dotnetinteractive,21d6c384d9028fbeb732b7295c23d4de03d472fd,,false,10,2023-08-07 08:11:10-04:00,14,2023-08-07 17:02:47,0,1,1,0,0,96,28,35,7,false,false,Monday,August,3,2023,8,Morning,false,42,7
true,true,Replace RestoreSources with #i (#162),Replacing functions is often done during debugging or fixing issues,0651f0354bfc06f97a8d9908189f508eb01a80b5,dotnetinteractive,8a751afa29913d2208219b4f3c6c7c6742821c9e,,false,6,2020-02-13 11:10:43-05:00,2,2020-02-13 16:10:43,1,10,10,0,0,2207,50,257,207,false,false,Thursday,February,1,2020,11,Morning,false,37,5
true,false,make import extension use current command as parent.,The commit seems related to correcting an issue with the 'import' functionality,dc124d130c174e7528002c06809edd1d704aa529,dotnetinteractive,4ef8bbcc26a227d50aee76d12e5026e8ec36e46f,,false,10,2023-11-02 11:42:46-04:00,14,2023-11-02 16:20:32,0,5,5,0,0,2503,62,71,9,false,false,Thursday,November,4,2023,11,Morning,false,52,8
true,false,change assertion,Changing assertions might be related to fixing a bug if the original assertion failed due to unexpected behavior in the code.,0da1aad0b84a0b3bd90b82f9ab98acf6af80f7f8,dotnetinteractive,af9a6d74ecbe289b1d35c2f36511384d4e241450,,false,10,2020-04-11 13:44:41-04:00,14,2020-04-15 07:00:15,0,1,1,0,0,212,0,1,1,false,false,Saturday,April,2,2020,13,Afternoon,true,16,2
true,false,Merge pull request #2922 from ocallesp/embed-resources-to-dotnet-interactive-visualstudio,This might indicate a specific commit address which could likely contain bugfixes,0a8859b2de337c44d46864687dbff39ec72b1ec0,dotnetinteractive,1a5b7db2564d01696d85f930a02b17be0183b3cc,5caff8b8f5d863d591c1c47657476af5e17153d8,true,99,2023-04-18 19:30:41-04:00,2,2023-04-18 23:30:41,1,1,1,0,0,49,6,6,0,false,false,Tuesday,April,2,2023,19,Evening,false,89,6
true,true,fix sql test,The commit title suggests resolving an issue likely related to SQL testing,79e700ba3b3be0c9be943df6cbd3aa569047e87b,dotnetinteractive,0563e9466206a6f787de35bf98396c8fc404bff3,,false,10,2023-09-25 13:36:16-04:00,14,2023-09-25 19:42:24,0,1,1,0,0,148,1,4,3,false,false,Monday,September,3,2023,13,Afternoon,false,12,3
true,true,fix code and ncrunch support,The commit mentions fixing code which implies addressing a bug or issue.,61a49fdb5d128fbb415271a193986cbeb54fcb82,dotnetinteractive,a660ec5fc2fbad71f11e86af8495c49bbbdce732,,false,10,2020-05-06 06:55:08-04:00,14,2020-05-06 11:09:57,0,3,3,0,0,264,-3,21,24,false,false,Wednesday,May,2,2020,6,Night,false,28,5
true,false,Update SqlToolsService to 157,Updating version can imply fixing previous issues in the service,85a326d1f3783c8633e353db03fe32071f915b9c,dotnetinteractive,8fae1ee351c9d3bf2a59e446f3cb0acec7501840,,false,66,2021-11-17 00:29:46-05:00,14,2021-11-18 00:22:24,0,6,6,0,0,1444,6,50,44,false,false,Wednesday,November,4,2021,0,,false,29,4
true,true,handle array type in tabular data resource mapping,The commit appears targeted at resolving potential issues with handling a specific data format,44c63bd5c818ebbd226734793c9559c98bb38f7f,dotnetinteractive,d0e43b8b2b795e8ccf081d2012b107fbd8427aa2,,false,10,2023-09-01 11:02:43-04:00,6,2023-09-01 15:49:49,0,1,1,0,0,161,1,1,0,false,false,Friday,September,3,2023,11,Morning,false,50,8
true,true,magic command parsing and error improvements (#542),"The commit mentions 'error improvements', indicating a fix for bugs.",43fbbcf5c7f04d42c5f2791c7feb91201c33f671,dotnetinteractive,116cb84f65cedf7875f69609d91418eacaca206c,,false,6,2019-10-22 19:48:54-04:00,2,2019-10-22 23:48:54,1,21,16,5,0,3669,207,345,138,true,false,Tuesday,October,4,2019,19,Evening,false,51,7
true,true,"ensure that there are no ""nulls"" in the signature calculation",The commit message indicates fixing an undefined value issue,b27784441b0e80e9ca5b9d5d99d7b5616bfaf378,dotnetinteractive,7d02069a9a375508d53135b354b45f8aa3708312,,false,79,2022-08-24 16:26:59-04:00,14,2022-08-25 00:14:26,0,7,7,0,0,88,3,11,8,false,false,Wednesday,August,3,2022,16,Afternoon,false,61,10
true,true,don't generate sbom for docker builds (#1912),The commit message suggests preventing an issue encountered during Docker build processes,3aff25337eee152ced779d026c10d043a3c8c9d7,dotnetinteractive,c715a34c7080da80ab62e9be0bfcd893fd2be898,,false,8,2022-02-28 15:01:49-05:00,2,2022-02-28 20:01:49,1,1,1,0,0,387,3,3,0,false,false,Monday,February,1,2022,15,Afternoon,false,45,7
true,true,fix contracts,The term 'fix' typically implies solving problems or errors in the code.,037517ea336744eff63a4859ca73d64d284cd8f4,dotnetinteractive,83af64547f68ff4146d95eaab7319e0229acbfb4,,false,10,2020-08-10 13:31:44-04:00,14,2020-08-10 21:58:16,0,6,6,0,0,1075,-5,5,10,false,false,Monday,August,3,2020,13,Afternoon,false,13,2
true,false,Update CredScanSuppressions.json,CredScan suppression files are typically used for debugging and avoiding false positives from code analysis tools like CLANG-TIDY/CredEx updating them could imply fixing issues these tools flagged.,397e8a0c03cdd45535bae8a26dede3bb38145f7d,dotnetinteractive,5a08412e8ceca2e1b4948dbaec6778e800d357a3,,false,8,2022-11-18 12:41:08-05:00,2,2022-11-18 17:41:08,0,1,1,0,0,9,0,3,3,false,false,Friday,November,4,2022,12,Morning,false,32,2
true,true,fix test,The phrase 'fix' implies problem resolution,f7483000bcfa30fac42ddd0a22c05508a35a6a0a,dotnetinteractive,cf20b0a1ab85f95f048b6d5b8b94d5a69d9728a8,,false,79,2023-04-06 14:56:28-04:00,14,2023-04-06 21:29:52,0,1,1,0,0,417,0,2,2,false,false,Thursday,April,2,2023,14,Afternoon,false,8,2
true,true,fix tunnel,"The term 'fix' implies resolving an issue or problem, which is consistent with the nature of a bugfix commit.",f8263316f4dbab91f4083e0e44bc336e7b30dd8c,dotnetinteractive,af8ab581fb69dad6165e1842e4b11ad8b2bb0cb3,,false,10,2021-06-14 18:00:12-04:00,14,2021-06-15 00:48:36,0,2,2,0,0,543,11,24,13,false,false,Monday,June,2,2021,18,Afternoon,false,10,2
true,false,allow opening notebooks via uris (#1254),The commit addresses a specific issue numbered #1254 which suggests it is related to bug fixing.,e29a5169b998976335b389d825d6a99a08d58654,dotnetinteractive,13a52432a9eb9cbfed3ffba8ac5615e4acc71230,,false,8,2021-04-15 19:59:45-04:00,2,2021-04-15 23:59:45,1,4,4,0,0,1292,32,39,7,false,false,Thursday,April,2,2021,19,Evening,false,40,6
true,true,Merge pull request #642 from jonsequitur/bug-fixes,The repository name suggests it's for bug fixes,7bcc966ac5f0cabe8b0326d569ee6fbdf20a9962,dotnetinteractive,9456aacd72fb5c7437b61a7b25f54f0d77d25e95,c8124d4d88f6c24fbbbb19240190de069f57adbe,true,10,2019-11-14 11:54:00-05:00,2,2019-11-14 16:54:00,1,3,3,0,0,587,31,41,10,false,false,Thursday,November,4,2019,11,Morning,false,50,6
true,true,Don't set HttpRequestMessage.Content when there is no body.,The commit message suggests corrections of an issue where a request may lack content incorrectly,b8d0c60c2a2feeb38066b24a91426d41f10d3394,dotnetinteractive,30fda70010b4ea5b9d5f199e746ddb6f34838ec6,,false,88,2023-09-22 14:10:06-04:00,14,2023-09-22 20:56:48,0,5,5,0,0,1571,79,125,46,false,false,Friday,September,3,2023,14,Afternoon,false,59,8
true,true,fix handling of completions that rely on nested commands (#2727),The commit directly addresses issue number #2727,7dd1eb90ad34e486a46432880144d1139269d86b,dotnetinteractive,4e85881ddda1e455f2f0a062d65fa2d7a8d7e7d3,,false,6,2023-02-13 22:29:05-05:00,2,2023-02-14 03:29:05,1,3,3,0,0,1569,22,36,14,false,false,Monday,February,1,2023,22,Evening,false,64,10
true,true,fix plot version,The commit title suggests rectifying an existing issue with the plot version which indicates it was likely intended as a bug fix.,2fb7a259874b2d3341d0145ec9485d0a8d0f74ce,dotnetinteractive,f2ff13b19c29823ac625c235db4ee2343954cc87,,false,10,2021-04-28 18:35:52-04:00,14,2021-04-29 00:34:13,0,11,11,0,0,4885,0,65,65,false,false,Wednesday,April,2,2021,18,Afternoon,false,16,3
